,0,1,2,3,4,5,6,7
92,Turnall Holdings Limited,Turnall Holdings Limited,Turnall Holdings Limited,,,4.0042,4.0042,0.0
93,,,,,,,,
94,Unifreight Africa Limited,Unifreight Africa Limited,Unifreight Africa Limited,,,40.0,34.0,1800.0
95,,,,,,,,
96,Willdale Limited,Willdale Limited,,,,2.235,2.0029,16200.0
97,,,,,,,,
98,Zb Financial Holdings Limited,Zb Financial Holdings Limited,Zb Financial Holdings Limited,,,114.0,114.0,0.0
99,,,,,,,,
100,Zeco Holdings Limited,Zeco Holdings Limited,Zeco Holdings Limited,,,0.0288,0.0288,0.0
101,,,,,,,,
102,Zimbabwe Newspapers (1980) Limited,Zimbabwe Newspapers (1980) Limited,Zimbabwe Newspapers (1980) Limited,Zimbabwe Newspapers (1980) Limited,,4.2353,3.6125,900.0
103,,,,,,,,
104,Zimplow Holdings Limited,Zimplow Holdings Limited,Zimplow Holdings Limited,,,17.0,16.8,500.0
105,,,,,,,,
106,Zimre Holdings Limited,Zimre Holdings Limited,Zimre Holdings Limited,,,4.2513,4.25,28600.0
107,,,,,,,,3252700.0
108,,,,,,,,
109,,,,,,,,3252700.0
